AC,CALI,DEN,GR,NEU,RDEP,RMED
106.4704,9.1429,2.193,50.1642,38.0517,0.7235,0.7791
107.1155,9.0793,2.2082,48.3708,40.8409,0.7116,0.7569
117.0281,9.0476,2.2058,47.5553,27.0739,0.6855,0.7461
113.491,9.0476,2.1798,45.1436,33.1005,0.6589,0.717
109.9694,9.0476,2.1756,38.3284,35.4766,0.6032,0.6936
101.8611,9.0476,2.1949,38.2752,30.2407,0.5335,0.6493
101.3541,9.0476,2.2345,41.6667,31.5688,0.5153,0.5968
100.9129,9.0476,2.2622,49.1397,30.9707,0.5133,0.5677
101.4258,8.9784,2.2662,66.8564,38.6482,0.5011,0.5577
101.9388,9.0476,2.2282,65.7196,41.7256,0.4775,0.5667
102.4517,9.0476,2.1672,64.8982,68.8063,0.4651,0.5698
102.9646,9.1256,2.1342,46.0061,41.4957,0.4596,0.5414
103.4776,9.1429,2.1335,35.8338,31.299,0.455,0.5265
103.9905,9.1429,2.1445,28.7689,29.4349,0.4525,0.5209
104.5034,9.1429,2.1525,30.3744,35.1156,0.4483,0.5161
104.444,9.0591,2.151,29.4528,22.7053,0.4381,0.5024
104.1695,9.1429,2.154,33.3077,31.3799,0.4278,0.4931
104.2216,9.0563,2.1575,28.4195,26.1433,0.4203,0.4875
102.8431,9.088,2.1585,31.7329,23.4429,0.4185,0.4845
101.4757,9.0534,2.1599,25.5151,26.8579,0.4157,0.4831
101.1562,9.1429,2.1662,25.7329,28.2238,0.4108,0.481
101.1989,9.0505,2.1755,31.1096,26.2993,0.4043,0.4803
100.9861,9.0476,2.1812,31.7064,27.8142,0.3995,0.4799
99.2812,9.0476,2.1832,27.7701,29.6463,0.3948,0.4816
98.7723,9.0476,2.1839,31.7599,23.5922,0.3948,0.4823
98.214,8.9524,2.1844,26.9008,23.1357,0.3959,0.4831
97.8409,8.9524,2.184,31.6781,23.518,0.3965,0.4848
97.6866,8.8571,2.1859,29.778,21.9605,0.3972,0.4866
97.6719,8.8571,2.189,31.0815,27.088,0.4009,0.4894
97.4304,8.8571,2.1877,32.9002,27.9405,0.4024,0.4915
97.2458,8.8571,2.1866,32.0853,24.9248,0.4054,0.4926
97.563,8.8571,2.1906,32.0315,25.589,0.4087,0.4954
96.9363,8.8571,2.1935,33.306,24.2109,0.4103,0.498
96.8523,8.8427,2.1945,32.0604,23.8015,0.4108,0.4971
96.8646,8.7619,2.1936,27.7687,29.8735,0.4122,0.4975
96.7826,8.7619,2.1957,33.8774,24.962,0.4174,0.4989
96.8485,8.7619,2.1956,32.5202,25.7068,0.4181,0.5
96.7524,8.7821,2.1938,32.6279,24.8672,0.4218,0.4999
96.9417,8.7879,2.1905,29.4818,25.1445,0.4219,0.4961
97.0426,8.7619,2.1905,30.2116,25.056,0.4223,0.4944
96.8415,8.7619,2.1918,32.2484,27.9038,0.4232,0.49
96.9105,8.8571,2.1965,28.0929,26.9412,0.4232,0.4874
97.0203,8.8571,2.1947,32.7633,28.5644,0.4239,0.4853
97.0542,8.8571,2.1922,29.7492,28.7677,0.4274,0.4835
97.3083,8.8571,2.192,32.9809,23.8087,0.4269,0.483
97.4167,8.8571,2.1927,29.8576,21.3494,0.4186,0.4812
97.3353,8.8571,2.2011,32.2484,26.6042,0.4105,0.4743
96.9331,8.8226,2.2074,31.598,25.6904,0.4048,0.4649
97.2134,8.7619,2.2094,28.8838,25.0401,0.3951,0.4581
98.4835,8.7619,2.203,32.1181,25.3519,0.3883,0.4524
99.4564,8.7619,2.1973,30.2105,25.9389,0.3847,0.4474
98.2411,8.8571,2.1889,30.9733,24.1025,0.3838,0.4428
98.7484,8.8571,2.1787,29.6161,24.4102,0.3811,0.4491
98.696,8.9956,2.1704,29.5531,27.3547,0.3854,0.4403
98.6572,9.0476,2.1677,34.0679,25.5592,0.3849,0.4357
98.5161,9.1429,2.1673,32.682,29.1148,0.3823,0.448
98.1878,9.0477,2.1687,26.8798,30.3957,0.3784,0.4508
97.5693,9.0966,2.1702,34.8597,28.3139,0.3779,0.4511
97.9033,9.0476,2.1722,39.3885,26.1645,0.3812,0.4527
100.2153,9.0476,2.1698,34.6174,26.9554,0.3873,0.462
100.8086,9.1429,2.164,29.8279,26.8561,0.3929,0.4663
99.7367,9.1429,2.1646,32.4956,31.3501,0.3901,0.4755
99.4662,9.1514,2.1776,33.9595,30.3627,0.3856,0.4748
96.2763,9.2381,2.1916,33.6862,21.9238,0.3875,0.4742
93.2119,9.2381,2.2014,29.5611,20.1803,0.3921,0.4727
91.4202,9.2381,2.2107,28.4232,19.0796,0.3924,0.4699
90.6328,9.2381,2.2208,35.1586,13.8008,0.3981,0.4913
87.3289,9.2381,2.2422,33.1408,7.713,0.4198,0.5518
79.0048,9.2381,2.3067,29.3122,6.0937,0.4522,0.6552
69.1255,9.1718,2.4277,28.5093,5.8445,0.4886,0.7948
59.42,9.1228,2.5357,24.7044,6.2128,0.5396,0.8475
54.1535,9.0476,2.5788,26.542,5.792,0.5975,0.8475
53.3025,8.9524,2.5836,26.6578,6.6839,0.6466,0.8566
53.5171,8.9524,2.5873,27.3325,7.8838,0.7054,0.903
55.2575,8.9782,2.5817,28.4223,9.1974,0.6431,0.8428
57.6489,9.1225,2.5625,23.5429,12.4946,0.5224,0.7104
57.3835,9.1429,2.5181,28.3952,11.6837,0.4283,0.6145
62.4572,9.1429,2.4271,23.3802,23.3975,0.3691,0.5334
81.108,9.1429,2.3142,28.6611,24.3313,0.3619,0.4924
84.9167,9.0622,2.2259,32.7329,25.4305,0.3611,0.4635
94.236,8.9179,2.1922,35.6779,23.0094,0.3598,0.4433
101.5199,8.8571,2.1792,25.963,27.9204,0.3577,0.4351
101.6146,8.8571,2.1741,26.9086,27.7616,0.3614,0.441
101.6232,8.8571,2.1773,34.7526,25.2946,0.3634,0.4504
99.3108,8.8571,2.1857,35.5539,27.1299,0.3616,0.4461
98.8154,8.8571,2.1977,37.6232,26.2066,0.3638,0.4454
98.6748,8.7188,2.2045,33.8884,24.9485,0.3628,0.4454
98.6406,8.6667,2.1998,39.9942,22.318,0.3634,0.4454
99.7023,8.6667,2.1868,35.3684,29.0042,0.3688,0.4429
102.4341,8.7617,2.1764,36.7256,23.0692,0.3773,0.4356
102.8314,8.7619,2.1697,32.7081,27.4274,0.3812,0.4351
103.009,8.7619,2.1651,30.4061,26.7932,0.3799,0.4339
103.7323,8.7619,2.1668,30.1257,25.6821,0.3792,0.432
104.0001,8.7619,2.1724,29.4561,31.1672,0.3799,0.4323
102.998,8.7619,2.175,28.2834,26.8542,0.3832,0.4356
102.3563,8.7619,2.1749,27.9287,32.9691,0.3811,0.4437
101.7777,8.7619,2.1722,27.9382,31.0304,0.3849,0.4519
101.7578,8.7619,2.1726,33.5069,25.9955,0.3858,0.4478
101.4688,8.7619,2.174,32.4014,27.4833,0.3853,0.44
101.5284,8.6667,2.1766,27.7695,26.0679,0.3872,0.4347
101.312,8.6667,2.1777,28.9599,26.2426,0.3892,0.4358
101.3978,8.779,2.1768,31.1003,31.9968,0.3912,0.46
101.088,8.8571,2.176,31.5508,23.7085,0.3964,0.4779
100.881,8.8571,2.1769,27.3935,22.3654,0.3975,0.4796
100.4735,8.8571,2.1806,28.5752,25.6926,0.4014,0.4791
99.6637,8.7619,2.181,32.9292,27.4691,0.407,0.4789
100.0297,8.7619,2.1787,30.2191,25.7922,0.4179,0.48
100.3522,8.7876,2.1792,31.1832,28.5062,0.423,0.4813
99.9531,8.8571,2.1773,31.0336,28.4914,0.4215,0.476
100.1439,8.9524,2.1797,30.9024,27.4621,0.4159,0.4618
99.5067,8.9524,2.1846,29.9615,22.6416,0.4052,0.4504
99.787,8.8886,2.1832,31.6625,23.9176,0.3982,0.4472
99.1384,8.8718,2.1803,32.4537,31.8435,0.3922,0.4425
99.0148,8.8228,2.1861,28.7395,24.933,0.3872,0.44
98.2316,8.7619,2.1915,28.8873,32.2903,0.3828,0.4391
97.9131,8.8571,2.1885,31.1185,25.8811,0.3799,0.4394
97.7271,8.9435,2.1879,32.5001,29.5282,0.3787,0.4395
97.574,8.9524,2.1955,30.6938,27.861,0.3784,0.4404
97.5615,8.9524,2.1935,25.5361,23.5681,0.3789,0.4424
97.6482,8.9524,2.191,26.8737,25.1975,0.3793,0.4444
97.4114,8.8603,2.1886,25.1416,25.6218,0.3804,0.4506
97.3362,8.8571,2.1849,29.1294,23.4783,0.3831,0.4535
97.702,8.8571,2.1865,29.5584,26.1361,0.3826,0.455
97.5404,8.8571,2.183,29.0148,28.0343,0.3822,0.4566
97.68,8.9498,2.1813,26.0759,25.4114,0.3822,0.4569
98.2654,8.9088,2.1842,28.5892,29.8951,0.3807,0.4562
99.0985,8.9579,2.1819,31.2494,27.3183,0.3813,0.455
100.0723,9.0476,2.1736,30.0741,21.8954,0.3851,0.4561
100.7445,9.0476,2.1659,26.2924,22.7022,0.3882,0.4619
100.6592,9.0476,2.1645,30.6412,26.0846,0.3835,0.4709
100.7591,9.0476,2.1656,32.7711,25.3349,0.3827,0.4724
100.4355,9.0476,2.1726,31.2313,25.9463,0.3825,0.4729
100.4635,9.0476,2.1735,24.0535,28.5337,0.3825,0.4715
100.4267,9.0476,2.1683,23.2905,28.4096,0.3862,0.4642
100.3544,9.1429,2.1642,24.5704,26.2146,0.3809,0.4562
100.6227,9.1429,2.165,28.5926,22.3202,0.3815,0.4565
100.6082,9.1429,2.1664,30.4569,26.4962,0.3808,0.4529
100.7021,9.005,2.1635,29.8084,27.6689,0.3798,0.4645
100.3682,8.8571,2.1603,27.3413,26.8505,0.3808,0.4666
100.0023,8.8571,2.1609,28.6801,25.0289,0.3835,0.4667
99.5613,8.7876,2.162,30.8702,29.5298,0.3886,0.4662
99.7757,8.9319,2.1658,30.9664,29.6335,0.3938,0.4657
99.7623,8.8857,2.1671,28.3969,26.3773,0.3986,0.4663
100.2708,8.9524,2.1626,28.4993,23.835,0.4012,0.4674
100.9291,8.9524,2.1565,23.8715,38.8204,0.4036,0.4674
101.7796,8.8719,2.1549,26.1169,42.3546,0.4026,0.4672
101.4913,8.8571,2.1568,24.9745,28.7551,0.3993,0.4643
100.4608,8.8571,2.1613,21.7218,29.1611,0.3943,0.4608
99.7862,8.9524,2.164,26.1309,24.2095,0.3912,0.4592
98.4041,8.9524,2.1666,31.8247,22.6988,0.392,0.4611
96.9747,8.9924,2.1749,27.6775,27.3217,0.3981,0.4673
96.7324,9.0476,2.1792,30.9493,23.0297,0.4004,0.4727
96.5423,9.0047,2.1802,27.8075,25.9373,0.4025,0.478
96.9408,8.9524,2.1703,31.0465,27.4847,0.4047,0.4816
96.9692,9.0476,2.1662,31.3526,32.622,0.4138,0.482
94.8659,8.9528,2.1754,26.8912,33.7794,0.442,0.4837
91.5739,9.0476,2.1898,30.8947,28.9985,0.4688,0.496
102.1863,9.0476,2.2119,33.2387,41.871,0.478,0.5382
113.7864,9.0992,2.2331,41.5781,54.7977,0.5072,0.5734
121.7962,9.4844,2.2418,50.215,61.4531,0.5524,0.6132
131.4618,11.8911,2.2577,52.0842,50.0045,0.6123,0.7018
130.9193,12.3975,2.2852,53.1626,67.1585,0.67,0.731
123.642,12.4568,2.3071,52.6604,42.7246,0.7511,0.7482
123.4565,12.4367,2.3084,50.1642,41.8816,0.7763,0.7579
123.0443,13.098,2.2867,51.2969,59.8102,0.7872,0.7323
121.4348,10.9634,2.2744,48.9006,64.5151,0.8031,0.7379
118.8928,10.4131,2.2931,53.7361,67.7745,0.7758,0.7295
117.6445,10.6542,2.3041,49.4276,43.1983,0.7733,0.7268
117.854,9.6483,2.3027,47.6824,53.3667,0.776,0.7273
113.7137,9.6945,2.3003,54.3057,44.3796,0.7798,0.7334
114.0422,9.619,2.2964,59.6726,50.1735,0.7602,0.7466
115.4226,9.7143,2.2881,53.1923,59.0215,0.771,0.7505
115.6193,9.6426,2.292,62.7167,60.583,0.7944,0.7632
118.1742,9.619,2.3131,60.0179,41.7668,0.7841,0.7506
118.1101,9.619,2.3218,57.2107,58.3514,0.7886,0.7558
117.523,9.5906,2.3086,61.542,61.3223,0.7799,0.7711
117.0548,9.5238,2.2871,57.2696,43.3921,0.7908,0.7825
117.1932,9.4286,2.2716,62.1534,47.1975,0.8132,0.7934
117.9409,9.3482,2.2784,54.783,44.5709,0.8106,0.8171
114.5055,9.3333,2.2954,42.8599,28.9189,0.8441,0.8173
107.9705,9.2501,2.3014,48.8114,31.8718,0.8301,0.8072
105.6007,9.2381,2.3029,53.7474,43.8445,0.8205,0.8005
105.5342,9.152,2.3,56.9881,29.0484,0.8096,0.7778
105.5209,9.1029,2.2934,61.9536,40.5237,0.8082,0.8261
113.0746,9.0476,2.2836,68.4483,49.2398,0.7763,0.7776
122.6748,9.0476,2.2633,61.0462,51.4242,0.7645,0.7817
127.0757,8.9557,2.2515,58.4468,40.4463,0.7663,0.6972
119.507,8.9524,2.2427,46.1511,36.636,0.7501,0.7845
108.71,8.9524,2.2358,38.554,31.6285,0.7306,0.8251
101.0563,9.0476,2.2318,40.3105,33.2076,0.7779,0.7896
98.6392,9.0476,2.2321,39.301,26.0426,0.775,0.7807
97.8577,9.0991,2.2275,40.7462,26.1708,0.8174,0.7602
95.9288,9.1481,2.2274,37.9217,26.1126,0.7865,0.7359
93.0729,9.2381,2.242,42.4867,32.9117,0.7953,0.7242
90.1338,9.3333,2.2748,50.318,32.0475,0.7575,0.7476
89.9616,9.3333,2.319,53.0325,33.745,0.7575,0.6837
95.3723,9.3333,2.3551,60.0179,54.0983,0.7356,0.6892
104.5524,9.5738,2.3558,60.0179,48.0897,0.6781,0.6301
108.9375,9.2381,2.3308,48.6569,47.6855,0.6444,0.5904
111.6023,9.2381,2.2866,43.0951,31.81,0.5706,0.5402
112.3932,9.2381,2.2317,33.1442,36.2395,0.5063,0.5121
110.9972,9.1722,2.1753,33.1442,31.951,0.445,0.466
113.125,9.1429,2.1265,33.6695,24.83,0.3938,0.4371
112.8204,9.1429,2.1051,34.1885,30.9236,0.356,0.412
110.9071,9.1429,2.1063,36.0903,33.9557,0.3447,0.3902
109.0802,9.1429,2.1147,34.7138,23.8451,0.3295,0.3719
108.2286,9.2381,2.1226,30.2174,29.6427,0.3184,0.3636
107.424,9.2381,2.1274,31.6639,25.3986,0.3116,0.3587
106.9601,9.2381,2.1302,33.6772,26.8478,0.3096,0.3602
105.1317,9.1607,2.1328,29.8402,28.6231,0.3108,0.3632
103.864,9.1429,2.1363,32.8506,30.0361,0.3129,0.366
103.8585,9.1429,2.1433,34.5136,27.7811,0.3213,0.3719
103.6507,9.1429,2.1516,35.8316,29.5961,0.336,0.3789
103.6133,9.1429,2.1574,35.0494,30.2344,0.3474,0.3971
102.9583,9.1798,2.1579,31.8482,29.6508,0.3722,0.4124
95.8907,9.2381,2.1613,36.4679,33.035,0.4042,0.426
93.9808,9.1827,2.1634,42.0387,25.9181,0.435,0.4357
102.8976,9.2381,2.1628,42.3401,28.6525,0.4628,0.4466
109.8518,9.0574,2.1622,43.1816,34.9345,0.4975,0.4606
111.5762,8.9524,2.1641,36.8892,37.8879,0.5237,0.4675
113.4611,9.0476,2.1682,27.9576,30.0497,0.5497,0.4646
114.0302,9.0476,2.1757,36.6487,36.4757,0.5605,0.455
113.0532,9.0476,2.1968,28.6653,34.7158,0.5578,0.4342
111.1353,9.0476,2.216,30.4131,34.878,0.5423,0.4109
109.9934,9.0476,2.2078,31.0814,34.2635,0.4968,0.39
108.5798,9.0476,2.1102,31.0594,29.3716,0.4568,0.3715
108.8408,9.0476,2.0864,28.5296,37.7998,0.4155,0.3514
109.3091,9.1429,2.0808,23.6705,32.3004,0.3769,0.3312
109.5063,9.1429,2.0742,27.232,37.366,0.3365,0.3161
109.4536,9.1429,2.0755,24.0124,29.1346,0.3032,0.3231
105.2157,9.1429,2.0763,31.2548,34.9256,0.2916,0.3229
104.1182,9.0476,2.0802,29.1704,35.218,0.2872,0.3307
103.6224,9.1105,2.0967,29.8316,27.5063,0.2971,0.3364
103.9393,9.1429,2.117,28.9321,32.7054,0.3085,0.3455
105.3569,9.1429,2.1287,27.834,26.8007,0.3153,0.3522
106.9342,9.1625,2.1272,29.1923,38.7809,0.3225,0.3701
107.3325,9.2381,2.1178,28.4153,29.45,0.3295,0.378
107.2049,9.2381,2.1166,29.7725,31.215,0.3446,0.3871
106.4286,9.1666,2.1176,26.4192,35.1596,0.3534,0.4003
98.2315,9.1682,2.1233,27.0537,31.628,0.3628,0.4172
94.8808,9.2381,2.1405,31.3816,30.7239,0.3731,0.4303
94.2052,9.3616,2.144,30.0923,25.6218,0.3848,0.4417
97.7679,9.4286,2.1292,26.2632,29.1496,0.4001,0.4519
103.8491,9.4286,2.1394,26.8737,25.301,0.4092,0.4604
100.5424,9.3484,2.1975,32.153,32.5715,0.4173,0.4661
99.9833,9.3333,2.2259,29.8172,30.0949,0.4191,0.4645
99.6353,9.3333,2.205,27.1027,38.6428,0.4143,0.456
100.3541,9.4071,2.1705,23.7259,33.9511,0.4042,0.4446
103.0505,9.5238,2.1329,31.8985,31.0554,0.3946,0.4325
106.066,9.5238,2.1184,28.2218,27.3533,0.3854,0.4244
107.5192,9.5238,2.1208,30.5172,30.269,0.3767,0.4177
107.8225,9.4812,2.1283,28.4514,25.4693,0.3702,0.4106
108.0469,9.4286,2.1304,23.3903,28.2931,0.366,0.4063
107.8921,9.4286,2.1321,30.4569,33.528,0.3635,0.4089
107.1443,9.4286,2.1355,23.3395,30.3452,0.3598,0.4073
107.5831,9.4286,2.1306,29.1206,35.2624,0.3551,0.4031
108.2842,9.4308,2.122,30.3942,26.9442,0.3512,0.3981
108.8774,9.5238,2.1245,27.7695,29.2552,0.3465,0.3942
109.1543,9.5238,2.1297,27.7215,28.0505,0.3472,0.3893
108.6571,9.5238,2.1335,29.421,31.7936,0.3449,0.3878
108.0846,9.5238,2.1372,34.6353,34.4642,0.3414,0.389
107.8533,9.5238,2.1396,30.8161,24.7988,0.3445,0.3904
107.5174,9.5347,2.1343,29.6633,30.2789,0.3489,0.3941
107.6001,9.679,2.1267,29.8932,34.8657,0.3501,0.3969
108.062,9.7143,2.1198,30.0691,27.0112,0.3521,0.3997
108.2037,9.7143,2.1147,30.1323,29.3749,0.3524,0.4005
108.2738,9.6145,2.1182,27.6555,31.2593,0.3511,0.3979
108.4742,9.4056,2.1233,27.0279,25.3789,0.3492,0.3926
108.885,9.7143,2.1214,27.953,32.4877,0.3459,0.3897
108.9056,9.6457,2.1236,31.89,36.6671,0.3451,0.3894
108.7234,9.619,2.1305,27.2949,33.8126,0.3441,0.3887
108.7344,9.619,2.1276,24.6329,27.4088,0.3435,0.3867
108.4707,9.619,2.1227,30.4569,34.1772,0.3415,0.3841
107.7439,9.619,2.1211,30.4569,25.4329,0.3391,0.3839
107.4475,9.619,2.1207,29.6627,27.027,0.3381,0.3824
107.6791,9.619,2.1162,28.4957,31.7931,0.339,0.3815
108.0709,9.619,2.113,29.8732,31.8438,0.3393,0.3789
108.6179,9.539,2.1134,27.912,29.2252,0.3392,0.3799
108.5691,9.4899,2.1153,26.6158,30.7834,0.3384,0.3783
108.6094,9.4286,2.1158,27.7695,31.2071,0.336,0.3761
108.3046,9.3918,2.1075,27.0775,37.6951,0.334,0.3735
108.2903,9.4192,2.1041,27.5928,29.0767,0.331,0.3689
108.1224,9.373,2.0995,31.3526,28.3376,0.3236,0.3623
108.0167,9.4286,2.0996,31.3526,30.7344,0.3133,0.3535
107.8717,9.386,2.0988,29.0655,29.3543,0.3071,0.346
108.1918,9.3333,2.0946,27.8377,30.0083,0.3078,0.3428
108.9221,9.2879,2.0971,29.0515,32.6551,0.311,0.3453
109.5898,9.1436,2.1028,27.7905,37.3632,0.3121,0.3494
110.0247,9.1429,2.0999,30.0283,29.8984,0.3101,0.3529
110.4454,9.1429,2.0955,28.6653,34.2208,0.307,0.3546
110.2101,9.1429,2.0969,29.1467,30.5298,0.3054,0.3538
110.1266,9.1429,2.1041,28.8067,40.6327,0.3056,0.3511
109.9992,9.1429,2.1072,26.2668,31.5888,0.3058,0.3475
109.7984,9.0555,2.1128,27.3934,32.0037,0.306,0.3452
109.0726,9.1429,2.1187,33.6799,36.4268,0.3055,0.3458
108.6383,9.1536,2.1136,31.9443,32.2556,0.305,0.3474
108.2474,9.2381,2.112,28.4356,33.9978,0.3047,0.3495
107.9266,9.3333,2.1076,20.4776,29.7248,0.3059,0.3523
108.6379,9.396,2.107,27.4414,26.635,0.3072,0.3552
108.8581,9.4286,2.1132,24.379,29.9103,0.3096,0.3581
108.8215,9.4942,2.1138,31.4119,30.5006,0.3119,0.3619
109.1186,9.5432,2.118,25.8298,22.7728,0.3166,0.3662
109.1611,9.619,2.1204,30.3162,28.8306,0.322,0.3693
109.0805,9.619,2.1151,27.35,31.8337,0.3267,0.3702
109.3086,9.619,2.1053,32.6887,33.3472,0.3291,0.3695
109.028,9.5238,2.1029,33.2786,33.5875,0.3284,0.3684
108.8676,9.5238,2.1018,31.4581,30.3828,0.3272,0.3681
108.2803,9.5238,2.1052,30.8249,29.576,0.3259,0.3688
108.7598,9.6009,2.1075,27.3851,35.8628,0.3254,0.37
109.1676,9.619,2.1151,29.8978,27.8868,0.3255,0.3712
108.8575,9.619,2.1175,31.3883,30.7669,0.3262,0.3732
109.4497,9.619,2.1108,31.2356,32.2131,0.3263,0.3748
109.9213,9.619,2.1068,27.7695,31.3487,0.327,0.3755
108.9792,9.619,2.1161,29.5611,27.5466,0.3279,0.3758
109.1924,9.619,2.1179,26.3348,32.2736,0.3277,0.3748
109.4103,9.6586,2.1109,29.2584,30.6266,0.3285,0.3727
109.1536,9.7143,2.1042,26.3506,33.3527,0.3287,0.3703
109.4708,9.7143,2.1014,26.3773,32.8839,0.3284,0.368
109.9697,9.7143,2.1019,31.1777,35.9329,0.3268,0.3662
109.8616,9.619,2.0959,29.1346,28.7381,0.3246,0.3652
110.3235,9.619,2.092,30.4409,28.6817,0.3213,0.3638
110.0526,9.5238,2.0972,27.316,32.4769,0.3174,0.3614
109.4414,9.5238,2.1003,28.6653,30.5954,0.3146,0.3602
108.856,9.5238,2.1023,30.5876,35.7767,0.3115,0.3573
108.7535,9.5238,2.1006,29.5148,32.834,0.3097,0.3529
108.8058,9.5238,2.0945,27.6499,30.1558,0.3059,0.3466
109.5433,9.5238,2.0984,28.2097,25.8204,0.3032,0.3436
109.3654,9.4669,2.1036,33.1442,26.5163,0.2999,0.3417
109.1196,9.3333,2.1059,32.5419,28.1699,0.2955,0.3431
108.6101,9.3333,2.1061,31.1405,27.2275,0.2926,0.3404
108.4775,9.2381,2.1079,30.4601,29.8854,0.2903,0.3394
109.0578,9.2381,2.1059,29.7938,30.3421,0.2908,0.3385
109.5048,9.2381,2.1039,29.5611,37.0532,0.2929,0.3458
109.5821,9.2381,2.1054,28.3289,33.9829,0.2942,0.3483
109.8129,9.2574,2.1054,27.0683,35.3641,0.2958,0.3499
110.375,9.3333,2.0973,30.0663,31.8011,0.2991,0.3504
111.0129,9.3333,2.0887,27.0216,34.4535,0.3022,0.3514
110.7864,9.3333,2.087,29.1165,30.9038,0.3042,0.3517
109.296,9.3333,2.0873,29.8446,29.4886,0.3046,0.3496
109.1042,9.4075,2.0927,32.4469,28.8626,0.3048,0.3466
109.8941,9.4286,2.0925,33.4072,32.7413,0.3046,0.3451
110.5064,9.3516,2.0841,28.9689,28.6555,0.3053,0.3445
111.0975,9.2381,2.076,35.8316,32.1426,0.3091,0.344
111.3211,9.2381,2.0756,35.8316,33.4441,0.3142,0.3441
110.7371,9.2381,2.0817,27.8806,31.7262,0.3173,0.3451
109.7645,9.2381,2.0852,28.2384,29.7025,0.3205,0.349
109.4088,9.2381,2.0871,30.2495,30.032,0.3227,0.3532
109.2578,9.2381,2.0929,28.1299,35.4324,0.3249,0.3559
109.3891,9.2381,2.098,28.6001,30.7892,0.3261,0.3585
109.395,9.2381,2.1051,28.4763,32.2875,0.3253,0.3588
108.7637,9.1852,2.1121,29.8607,24.6665,0.3217,0.3551
107.8119,9.2381,2.1179,27.913,30.0332,0.3146,0.3503
107.2297,9.2381,2.1158,26.8737,31.0484,0.3081,0.3437
107.5602,9.3324,2.107,28.6476,28.3577,0.3029,0.3396
107.9232,9.3333,2.1045,26.3929,27.9959,0.2984,0.3364
108.3779,9.4286,2.1113,30.3838,27.321,0.2914,0.3338
108.5909,9.4286,2.1151,27.3534,36.5036,0.2889,0.3312
108.556,9.3285,2.1079,26.8283,27.8356,0.2869,0.3294
108.2113,9.2381,2.1022,29.5257,30.9264,0.2889,0.3335
108.9429,9.2381,2.1017,31.1352,28.2412,0.2934,0.3396
109.5735,9.2381,2.1034,31.3345,31.9723,0.2988,0.345
109.4653,9.2381,2.1044,29.5611,30.4506,0.3015,0.3518
109.2124,9.2381,2.1018,29.5611,25.4987,0.3054,0.3581
108.2699,9.2381,2.1001,29.4344,30.6279,0.3069,0.3607
108.6573,9.2381,2.1,30.4295,28.2885,0.309,0.3603
108.9897,9.2381,2.0954,27.9232,36.7502,0.3118,0.3584
109.4663,9.2381,2.0921,29.2805,31.4974,0.3135,0.3554
110.2132,9.2381,2.0908,32.9634,31.0543,0.3124,0.3536
110.4104,9.2381,2.0886,29.0374,32.7363,0.3119,0.3512
110.529,9.2381,2.086,30.4569,28.1767,0.3081,0.3496
111.0686,9.2381,2.0805,27.7796,33.242,0.3025,0.3463
111.469,9.2381,2.0788,32.9534,30.273,0.2984,0.341
112.767,9.2381,2.0754,29.3642,28.98,0.2948,0.3356
113.146,9.2381,2.0706,31.8769,28.0353,0.2909,0.331
111.9356,9.2381,2.074,28.8028,28.0353,0.2887,0.3271
111.3573,9.3333,2.0825,27.1348,32.8549,0.2877,0.3214
111.0384,9.3333,2.0841,28.0599,28.3732,0.2878,0.3195
112.1922,9.3333,2.0834,32.1426,36.8657,0.2868,0.3191
114.13,9.3333,2.0767,32.5537,34.2666,0.2866,0.3174
115.0028,9.2381,2.0622,34.6519,35.4828,0.2859,0.3148
115.9349,9.2381,2.0537,30.4709,48.5716,0.2848,0.3132
116.1116,9.2381,2.0541,29.2514,33.3545,0.2832,0.3121
115.5312,9.2381,2.0581,28.8569,42.232,0.2804,0.3095
114.8787,9.2381,2.0567,27.0701,29.9829,0.2792,0.3074
114.0283,9.2381,2.0536,36.4326,34.7364,0.2779,0.3055
114.0033,9.2381,2.0547,30.8349,34.7143,0.2763,0.3036
114.3565,9.2381,2.0558,28.7042,28.7111,0.2743,0.3009
114.6412,9.3333,2.058,26.8737,40.6214,0.2717,0.2983
114.3266,9.3333,2.0629,26.978,35.0607,0.2682,0.2987
114.2751,9.2824,2.0634,34.6426,35.0379,0.2653,0.2997
114.0766,9.2381,2.0643,30.0506,32.2905,0.2625,0.2995
113.7645,9.2381,2.0708,31.3194,36.1654,0.2598,0.2985
113.2614,9.2381,2.0764,30.852,31.383,0.2571,0.2973
112.4023,9.2381,2.0808,29.8788,35.4761,0.2535,0.296
111.679,9.2381,2.08,33.1442,38.5146,0.2503,0.2947
111.4746,9.1785,2.0736,30.9039,33.7155,0.2507,0.2947
111.5269,9.1429,2.0684,32.6412,34.2819,0.2536,0.2981
111.6741,9.1429,2.0703,31.3227,35.6558,0.2581,0.3027
112.064,9.1429,2.0759,30.4569,40.3407,0.2636,0.309
111.3616,9.2082,2.0815,33.5285,43.1477,0.2694,0.3179
111.5466,9.4286,2.0819,29.7373,34.828,0.2756,0.3294
111.1962,9.4968,2.0822,30.7217,25.9461,0.283,0.3416
109.8927,9.4286,2.0916,34.1114,29.1625,0.2925,0.3484
108.4839,9.4286,2.1088,33.626,32.2585,0.304,0.3514
107.7589,9.4037,2.1188,38.3255,38.1609,0.3142,0.3558
107.8281,9.3333,2.109,33.3548,30.7962,0.3263,0.3607
